level,unit,word,translation
2,7,cup,杯子
2,7,hug,拥抱
2,7,jug,<英>（有柄有嘴的）壶
2,7,mud,泥
2,7,mug,马克杯
2,7,pup,小狗
2,7,rug,小块地毯
2,7,sun,太阳
2,7,up,向上
2,8,bun,小圆面包
2,8,cub,幼兽
2,8,cut,伤口
2,8,fun,乐趣
2,8,gum,口香糖
2,8,hum,哼（曲子）
2,8,hut,小屋
2,8,nut,坚果（仁）
2,8,run,奔跑
2,8,tub,澡盆
3,1,cake,蛋糕
3,1,cane,藤条
3,1,cape,斗篷
3,1,cave,洞穴
3,1,game,游戏
3,1,gate,门
3,1,lake,湖
3,1,mane,鬃毛
3,1,name,名字
3,1,skate,溜冰鞋
3,1,tape,磁带
3,1,wave,波浪
3,2,bike,自行车
3,2,dive,跳水
3,2,fine,罚款
3,2,five,五
3,2,hike,徒步旅行
3,2,kite,风筝
3,2,lime,酸橙
3,2,line,线条
3,2,nine,九
3,2,pine,松树
3,2,ripe,成熟的
3,2,time,时间
3,3,bone,骨（头）
3,3,cone,圆锥体
3,3,cube,立方体
3,3,cute,漂亮迷人的
3,3,home,家
3,3,june,六月
3,3,mule,骡子
3,3,mute,哑巴
3,3,rope,粗绳
3,3,rule,规则
3,3,tube,管
3,3,tune,曲调
3,4,bay,湾
3,4,day,一天
3,4,hay,干草
3,4,mail,邮件
3,4,may,[May]五月
3,4,nail,钉子
3,4,pay,支付
3,4,rain,雨
3,4,sail,帆
3,4,say,发言权
3,4,tail,尾（巴）
3,4,wait,等候
3,5,bee,蜜蜂
3,5,candy,糖果
3,5,eat,吃（饭）
3,5,feet,脚( foot的名词复数 )
3,5,happy,幸福的
3,5,jeep,吉普车
3,5,key,钥匙
3,5,leaf,叶子
3,5,meat,肉
3,5,money,钱
3,5,sea,海（洋）
3,5,seed,种子
3,6,cry,哭
3,6,die,死亡
3,6,high,最高点
3,6,lie,谎言
3,6,light,光
3,6,my,我的
3,6,night,夜间
3,6,pie,馅饼
3,6,right,右边
3,6,sky,天（空）
3,6,spy,间谍
3,6,tie,领带
3,7,boat,船
3,7,bow,鞠躬
3,7,coat,外套
3,7,elbow,肘（部）
3,7,goat,山羊
3,7,pillow,枕头
3,7,road,路
3,7,row,一排/列/行
3,7,soap,肥皂
3,7,toad,蟾蜍
3,7,window,窗
3,7,yellow,黄（色）
3,8,blue,蓝色
3,8,boot,靴子
3,8,clue,线索
3,8,dew,露水
3,8,food,食物
3,8,fruit,成果
3,8,glue,胶水
3,8,moon,月亮
3,8,new,新的
3,8,suit,一套衣服
3,8,tuesday,星期二
3,8,zoo,动物园
4,1,black,黑的
4,1,blanket,毯子
4,1,bride,新娘
4,1,broom,扫帚
4,1,clock,钟
4,1,club,俱乐部
4,1,crab,蟹
4,1,crocodile,鳄鱼（皮）
4,1,flag,旗（帜）
4,1,fly,苍蝇
4,1,glass,玻璃
4,1,globe,地球
4,2,dress,连衣裙
4,2,drum,鼓
4,2,friday,星期五
4,2,frog,青蛙
4,2,grass,草
4,2,green,绿色蔬菜
4,2,plate,盘
4,2,play,玩
4,2,sleep,睡眠
4,2,slide,滑行
4,2,tree,树
4,2,truck,卡车
4,3,fast,禁食期
4,3,smile,微笑
4,3,smoke,烟
4,3,snake,蛇
4,3,snow,雪
4,3,spoon,匙
4,3,spot,地点
4,3,stamp,邮票
4,3,stop,停留
4,3,swim,游泳
4,3,swing,摆动
4,3,test,测试
4,4,brush,刷（子）
4,4,catch,接
4,4,chick,雏鸟
4,4,dolphin,海豚
4,4,fish,鱼（肉）
4,4,lunch,午餐
4,4,phone,电话
4,4,shell,壳
4,4,ship,船
4,4,watch,看
4,4,whale,鲸
4,4,white,白色
4,5,bath,浴缸
4,5,duck,鸭子
4,5,father,父亲
4,5,mother,母亲
4,5,queen,女王
4,5,quilt,被子
4,5,rocket,火箭（弹）
4,5,teeth,牙( tooth的名词复数 )
4,5,that,不那么
4,5,think,想（到）
4,5,this,这样地
4,5,three,三岁
4,6,adult,成年人
4,6,bank,银行
4,6,belt,腰带
4,6,camp,营地
4,6,hand,手
4,6,king,国王
4,6,lamp,灯
4,6,long,长的
4,6,paint,油漆
4,6,pink,粉红色
4,6,tent,帐篷
4,6,wind,风
4,7,desk,书桌
4,7,scale,规模
4,7,school,学校
4,7,skunk,臭鼬
4,7,splash,稀里哗啦地溅落
4,7,splint,夹板
4,7,spray,水花
4,7,spring,春天
4,7,square,正方形
4,7,squid,乌贼
4,7,string,细绳
4,7,strong,强的
4,8,cage,笼子
4,8,cell phone,手机：一种便携式的通常无线的电话
4,8,cheese,奶酪
4,8,city,城市
4,8,giant,巨人
4,8,giraffe,长颈鹿
4,8,ice cream,冰淇淋：一种甜点
4,8,jeans,牛仔裤
4,8,legs,[解剖]腿（leg 的复数）
4,8,orange,橙
4,8,rice,稻
4,8,rose,玫瑰
5,1,bird,小鸟
5,1,car,小汽车
5,1,doctor,医生
5,1,farm,农场
5,1,girl,女孩
5,1,nurse,护士
5,1,park,公园
5,1,purple,紫色
5,1,sister,姐妹
5,1,star,星星
5,1,teacher,老师
5,1,tractor,拖拉机
5,2,book,书本
5,2,boy,男孩
5,2,brown,棕色
5,2,bush,灌木丛
5,2,coin,硬币
5,2,cow,奶牛
5,2,foot,脚
5,2,house,房屋
5,2,mouse,老鼠
5,2,pull,拉/拽
5,2,soil,泥土
5,2,toy,玩具
5,3,august,八月
5,3,ball,球
5,3,board,木板/黑板
5,3,draw,画画
5,3,fork,叉子
5,3,horse,马
5,3,prawn,大虾
5,3,roar,吼叫/咆哮
5,3,sauce,酱汁
5,3,tall,高的
5,3,walk,散步/走路
5,3,water,水
5,4,bear,熊
5,4,bread,面包
5,4,chair,椅子
5,4,cheer,欢呼
5,4,clear,清晰的/清澈的
5,4,deer,小鹿
5,4,ear,耳朵
5,4,hair,头发
5,4,head,头
5,4,pear,梨
5,4,share,分享
5,4,square,正方形
5,5,acorn,橡果
5,5,baby,婴儿/宝宝
5,5,child,孩子/儿童
5,5,cold,寒冷的
5,5,elevator,电梯
5,5,he,他
5,5,hotel,旅馆/酒店
5,5,lady,女士
5,5,music,音乐
5,5,she,她
5,5,tiger,老虎
5,5,uniform,校服/制服
5,6,banana,香蕉
5,6,chicken,小鸡/鸡肉
5,6,gorilla,大猩猩
5,6,honey,蜂蜜
5,6,lemon,柠檬
5,6,love,爱/喜爱
5,6,monkey,猴子
5,6,panda,大熊猫
5,6,pencil,铅笔
5,6,son,儿子
5,6,surprise,惊喜
5,6,umbrella,雨伞
5,7,castle,城堡
5,7,comb,梳子
5,7,glove,手套
5,7,knee,膝盖
5,7,knife,小刀
5,7,lamb,小羊
5,7,live,居住/生活
5,7,rhino,犀牛
5,7,rhubarb,大黄(食用植物)
5,7,whistle,口哨
5,7,write,写字
5,7,wrong,错误的
5,8,beautiful,美丽的
5,8,competition,比赛
5,8,dangerous,危险的
5,8,excursion,远足/短途旅行
5,8,famous,著名的
5,8,helpful,乐于助人的
5,8,measure,测量
5,8,nature,大自然
5,8,picture,图画/照片
5,8,station,车站
5,8,television,电视机
5,8,treasure,宝藏
